mbti,character,movie_name,release_year,genre,revenue,score,metascore
ISTP,Max Rockatansky,Mad Max,2015.0,"Action, Adventure, Drama",,7.9,
INFP,The Dag,Mad Max,2015.0,"Action, Adventure, Drama",,7.9,
INFJ,The Splendid Angharad,Mad Max,2015.0,"Action, Adventure, Drama",,7.9,
INTP,Toast The Knowing,Mad Max,2015.0,"Action, Adventure, Drama",,7.9,
ESFP,Gary Granger,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESFP,Becky Martin-Granger,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESFP,Cousin It,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESFJ,Gomez Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESFJ,Amanda Buckman,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESTJ,Debbie Jellinsky,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESTJ,Abigail Craven (Dr. Pinder-Schloss),The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ENTP,Uncle Fester Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ENTP,Grandmama Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ISFP,Pugsley Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ISTJ,Lurch,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
INFP,Joel Glicker,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
INFJ,Morticia Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
INFJ,Tully Alford,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
INTJ,Wednesday Addams,The Addams Family,1992.0,"Animation, Comedy, Family",,7.1,
ESFP,Kim Mills,Taken,2017.0,"Action, Drama, Thriller",,6.6,
ESFP,Amanda,Taken,2017.0,"Action, Drama, Thriller",,6.6,
ENTJ,Stuart,Taken,2017.0,"Action, Drama, Thriller",,6.6,
ISTJ,Bryan Mills,Taken,2017.0,"Action, Drama, Thriller",,6.6,
ESFP,Madison,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
ESTP,Wichita,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
ESTJ,Nevada,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
ISFP,Little Rock,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
ISTP,Tallahassee,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
INFJ,Berkeley,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
INTP,Columbus,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
INTP,Flagstaff,Zombieland,2013.0,"Adventure, Comedy, Horror",,5.9,
ESFP,Snowgies,Frozen,2005.0,Thriller,,5.5,
ESFJ,Oaken,Frozen,2005.0,Thriller,,5.5,
ESFJ,Halima,Frozen,2005.0,Thriller,,5.5,
ESFJ,Olina,Frozen,2005.0,Thriller,,5.5,
ESTJ,Duke Of Weselton,Frozen,2005.0,Thriller,,5.5,
ESTJ,Runeard,Frozen,2005.0,Thriller,,5.5,
ENFP,Anna,Frozen,2005.0,Thriller,,5.5,
ENFP,Olaf,Frozen,2005.0,Thriller,,5.5,
ENFP,Queen Iduna,Frozen,2005.0,Thriller,,5.5,
ENFJ,Hans Westergaard,Frozen,2005.0,Thriller,,5.5,
ENFJ,Honeymaren,Frozen,2005.0,Thriller,,5.5,
ENFJ,Bulda,Frozen,2005.0,Thriller,,5.5,
ENTJ,Yelana,Frozen,2005.0,Thriller,,5.5,
ISFJ,Bruni,Frozen,2005.0,Thriller,,5.5,
ISFJ,Sven,Frozen,2005.0,Thriller,,5.5,
ISFJ,Gerda,Frozen,2005.0,Thriller,,5.5,
ISFJ,Kai,Frozen,2005.0,Thriller,,5.5,
ISTP,Kristoff Bjorgman,Frozen,2005.0,Thriller,,5.5,
INFP,Ryder,Frozen,2005.0,Thriller,,5.5,
INFJ,Elsa,Frozen,2005.0,Thriller,,5.5,
INFJ,Grand Pabbie,Frozen,2005.0,Thriller,,5.5,
INFJ,Nøkk,Frozen,2005.0,Thriller,,5.5,
INFJ,Samantha,Frozen,2005.0,Thriller,,5.5,
INTP,Marshmallow,Frozen,2005.0,Thriller,,5.5,
INTJ,King Agnarr,Frozen,2005.0,Thriller,,5.5,
ESFP,J.P Spamley,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESFP,Jubileena Bing-Bing,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESFJ,Fix-It Felix,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESFJ,Yessss,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESTP,Shank,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESTP,Rancis Fluggerbutter,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESTJ,Calhoun,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESTJ,Taffyta Muttonfudge,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESTJ,Double Dan,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ENFP,King Candy/Turbo,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ENTP,Vanellope Von Schweetz,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ISFP,Wreck-It Ralph,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ISFJ,Knowsmore,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ISTJ,Sour Bill,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ISTJ,Gord,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
INFP,Candlehead,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
INFP,Rolph,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
INFP,Minty Zaki,Wreck-It Ralph,2012.0,"Action, Adventure",,6.7,
ESFP,B.O.B.,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ESTP,Missing Link,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ESTJ,General W.R. Monger,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ESTJ,Derek Dietl,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ENTP,President Hathaway,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ENTJ,Gallaxhar,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ISFP,Insectosaurus,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
INFJ,"Susan Murphy ""Ginormica""",Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
INTJ,Dr. Cockroach,Monsters Vs. Aliens,2013.0,"Animation, Short, Action",,5.8,
ESFP,Jasmine Hale,Work It,2020.0,"Comedy, Music",,6.1,58.0
ESFP,"Isaiah ""Juilliard""",Work It,2020.0,"Comedy, Music",,6.1,58.0
ESFJ,Maria Ackerman,Work It,2020.0,"Comedy, Music",,6.1,58.0
ESTJ,Hayley,Work It,2020.0,"Comedy, Music",,6.1,58.0
ENFJ,Quinn Ackerman,Work It,2020.0,"Comedy, Music",,6.1,58.0
ENFJ,Ms.Ramierez,Work It,2020.0,"Comedy, Music",,6.1,58.0
ISFP,Jake Taylor,Work It,2020.0,"Comedy, Music",,6.1,58.0
ISFP,Raven,Work It,2020.0,"Comedy, Music",,6.1,58.0
ISTP,Charlie,Work It,2020.0,"Comedy, Music",,6.1,58.0
INTJ,Priya,Work It,2020.0,"Comedy, Music",,6.1,58.0
ESFP,Riley Biers,Twilight,2005.0,Short,,4.8,
ESFP,Jared Cameron,Twilight,2005.0,Short,,4.8,
ESFP,Kate,Twilight,2005.0,Short,,4.8,
ESFJ,Jessica Stanley,Twilight,2005.0,Short,,4.8,
ESFJ,Emily Young,Twilight,2005.0,Short,,4.8,
ESTP,Emmett Cullen,Twilight,2005.0,Short,,4.8,
ESTP,Paul Lahote,Twilight,2005.0,Short,,4.8,
ESTP,Felix,Twilight,2005.0,Short,,4.8,
ESTJ,Rosalie Hale,Twilight,2005.0,Short,,4.8,
ESTJ,Victoria Sutherland,Twilight,2005.0,Short,,4.8,
ENFP,Alice Cullen,Twilight,2005.0,Short,,4.8,
ENFP,Aro,Twilight,2005.0,Short,,4.8,
ENFP,Renée Dwyer,Twilight,2005.0,Short,,4.8,
ENFJ,Billy Black,Twilight,2005.0,Short,,4.8,
ENTP,Garrett,Twilight,2005.0,Short,,4.8,
ENTP,Quil Ateara V,Twilight,2005.0,Short,,4.8,
ENTJ,Jane,Twilight,2005.0,Short,,4.8,
ENTJ,Leah Clearwater,Twilight,2005.0,Short,,4.8,
ISFP,"Isabella ""Bella"" Swan",Twilight,2005.0,Short,,4.8,
ISFP,Jacob Black,Twilight,2005.0,Short,,4.8,
ISFJ,Jasper Hale,Twilight,2005.0,Short,,4.8,
ISFJ,Tanya,Twilight,2005.0,Short,,4.8,
ISFJ,Irina,Twilight,2005.0,Short,,4.8,
ISTP,James Witherdale,Twilight,2005.0,Short,,4.8,
ISTP,Demetri,Twilight,2005.0,Short,,4.8,
ISTJ,Laurent Da Revin,Twilight,2005.0,Short,,4.8,
ISTJ,Sam Uley,Twilight,2005.0,Short,,4.8,
INFP,Renesmee Cullen,Twilight,2005.0,Short,,4.8,
INFP,Bree Tanner,Twilight,2005.0,Short,,4.8,
INFP,Angela Weber,Twilight,2005.0,Short,,4.8,
INFP,Eric Yorkie,Twilight,2005.0,Short,,4.8,
INFJ,Edward Cullen,Twilight,2005.0,Short,,4.8,
INFJ,Carlisle Cullen,Twilight,2005.0,Short,,4.8,
INFJ,Marcus,Twilight,2005.0,Short,,4.8,
INTP,Embry Call,Twilight,2005.0,Short,,4.8,
INTP,Alec,Twilight,2005.0,Short,,4.8,
INTJ,Caius,Twilight,2005.0,Short,,4.8,
ESFP,Dora,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ESTP,Vicentão,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ESTJ,Eurico,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ESTJ,Major Antônio Morais,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ESTJ,Bispo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ENTP,João Grilo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ISFJ,Nossa Senhora,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ISFJ,Padre João,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ISTP,Cangaceiro Severino,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
INFP,Chicó,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
INFP,Rosa,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
INFJ,Jesus Cristo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
INTJ,Diabo,O Auto Da Compadecida,1999.0,"Comedy, Drama, Western",,9.1,
ESFP,Ganyotçu,Kolpaçino,2009.0,"Action, Comedy",,6.2,
ESFJ,Şahin Galerici,Kolpaçino,2009.0,"Action, Comedy",,6.2,
ESTJ,Sabri Abi,Kolpaçino,2009.0,"Action, Comedy",,6.2,
ISTP,Tayfun,Kolpaçino,2009.0,"Action, Comedy",,6.2,
ESFP,Max Eckhardt,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ESTP,"Selina Kyle ""Catwoman""",Batman,2004.0,"Animation, Action, Adventure",,7.3,
ESTP,"Charles ""Chip"" Shreck",Batman,2004.0,"Animation, Action, Adventure",,7.3,
ESTJ,Commissioner James Gordon,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ENFP,"Oswald Cobblepot ""The Penguin""",Batman,2004.0,"Animation, Action, Adventure",,7.3,
ENTP,Alexander Knox,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ENTJ,"Jack Napier ""Joker""",Batman,2004.0,"Animation, Action, Adventure",,7.3,
ENTJ,Max Shreck,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ENTJ,Harvey Dent,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ENTJ,Carl Grissom,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ISFJ,Alfred Pennyworth,Batman,2004.0,"Animation, Action, Adventure",,7.3,
ISFJ,"Bob ""The Goon"" Hawkins",Batman,2004.0,"Animation, Action, Adventure",,7.3,
INFJ,Vicki Vale,Batman,2004.0,"Animation, Action, Adventure",,7.3,
INTJ,"Bruce Wayne ""Batman""",Batman,2004.0,"Animation, Action, Adventure",,7.3,
ESFP,Bonzo,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESFJ,Lacey,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESFJ,Tracey,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESFJ,Wynter,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESFJ,Stacey,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESTJ,Eliza,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESTJ,Willa,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESTJ,Ms. Lee,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESTJ,Dale,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ENFP,Zed,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ENFP,Zoey,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ENFJ,Addison,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ENFJ,Missy,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ISFP,Bree,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
INFJ,Zevon,Z-O-M-B-I-E-S,2018.0,"Family, Musical, Romance",,6.3,
ESFP,Bibi Dahl,James Bond,2015.0,"Action, Comedy",,5.4,
ESFP,Felix Leiter (Rik Van Nutter / Thunderball),James Bond,2015.0,"Action, Comedy",,5.4,
ESFP,Paris Carver,James Bond,2015.0,"Action, Comedy",,5.4,
ESFP,Quarrel,James Bond,2015.0,"Action, Comedy",,5.4,
ESFP,Kamran Shah,James Bond,2015.0,"Action, Comedy",,5.4,
ESFP,Jill Masterson,James Bond,2015.0,"Action, Comedy",,5.4,
ESFJ,Dr. Kananga / Mr. Big,James Bond,2015.0,"Action, Comedy",,5.4,
ESFJ,Plenty O'Toole,James Bond,2015.0,"Action, Comedy",,5.4,
ESFJ,Miss Moneypenny (Samantha Bond),James Bond,2015.0,"Action, Comedy",,5.4,
ESFJ,Miss Moneypenny (Caroline Bliss),James Bond,2015.0,"Action, Comedy",,5.4,
ESFJ,Willard Whyte,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,James Bond (Brosnan),James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,James Bond (Moore),James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,James Bond (Connery),James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Eve Moneypenny,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,James Bond (Lazenby),James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Xenia Onatopp,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Dario,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Franz Sanchez,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Victor Zokas/Renard,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Jinx Johnson,James Bond,2015.0,"Action, Comedy",,5.4,
ESTP,Sylvia Trench,James Bond,2015.0,"Action, Comedy",,5.4,
ESTJ,Irma Bunt,James Bond,2015.0,"Action, Comedy",,5.4,
ESTJ,General Orlov,James Bond,2015.0,"Action, Comedy",,5.4,
ESTJ,Sheriff J.W. Pepper,James Bond,2015.0,"Action, Comedy",,5.4,
ESTJ,Felix Leiter (Norman Burton / Diamonds Are Forever),James Bond,2015.0,"Action, Comedy",,5.4,
ESTJ,Milton Krest,James Bond,2015.0,"Action, Comedy",,5.4,
ENFP,Dominic Greene,James Bond,2015.0,"Action, Comedy",,5.4,
ENFP,Stacey Sutton,James Bond,2015.0,"Action, Comedy",,5.4,
ENFJ,Georgi Koskov,James Bond,2015.0,"Action, Comedy",,5.4,
ENFJ,Ali Kerim Bey,James Bond,2015.0,"Action, Comedy",,5.4,
ENFJ,Paloma,James Bond,2015.0,"Action, Comedy",,5.4,
ENTP,Raoul Silva,James Bond,2015.0,"Action, Comedy",,5.4,
ENTP,Ernst Stavro Blofeld (Charles Gray),James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Alec Trevelyan,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Auric Goldfinger,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Elliot Carver,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Emilio Largo,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Miranda Frost,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Tan-Sun Moon / Gustav Graves,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Kamal Khan,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Safin,James Bond,2015.0,"Action, Comedy",,5.4,
ENTJ,Helga Brandt,James Bond,2015.0,"Action, Comedy",,5.4,
ISFP,Honey Ryder,James Bond,2015.0,"Action, Comedy",,5.4,
ISFP,Severine,James Bond,2015.0,"Action, Comedy",,5.4,
ISFP,Dominique “Domino” Derval,James Bond,2015.0,"Action, Comedy",,5.4,
ISFP,Camille,James Bond,2015.0,"Action, Comedy",,5.4,
ISFP,Tiffany Case,James Bond,2015.0,"Action, Comedy",,5.4,
ISFP,Lupe Lamora,James Bond,2015.0,"Action, Comedy",,5.4,
ISFJ,Strawberry Fields,James Bond,2015.0,"Action, Comedy",,5.4,
ISFJ,Felix Leiter (David Hedison / Live And Let Die And Licence To Kill),James Bond,2015.0,"Action, Comedy",,5.4,
ISFJ,Kissy Suzuki,James Bond,2015.0,"Action, Comedy",,5.4,
ISFJ,Andrea Anders,James Bond,2015.0,"Action, Comedy",,5.4,
ISFJ,General Leonid Pushkin,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,James Bond (Archetype),James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,James Bond (Craig),James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,James Bond (Dalton),James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Jaws,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Oddjob,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Francisco Scaramanga,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Major Anya Amasova / Agent Xxx,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,"Donald ""Red"" Grant",James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Fiona Volpe,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Stamper,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Melina Havelock,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Felix Leiter (Jack Lord / Dr. No),James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Zao,James Bond,2015.0,"Action, Comedy",,5.4,
ISTP,Magda,James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,M (Judy Dench),James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,M / Gareth Mallory (Ralph Fiennes),James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,Mr. Hinx,James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,Felix Leiter (Jeffrey Wright / Casino Royale And More),James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,Felix Leiter (Cec Linder / Goldfinger),James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,Felix Leiter (John Terry / The Living Daylights),James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,Gobinda,James Bond,2015.0,"Action, Comedy",,5.4,
ISTJ,Saunders,James Bond,2015.0,"Action, Comedy",,5.4,
INFP,Madeleine Swann,James Bond,2015.0,"Action, Comedy",,5.4,
INFJ,Vesper Lynd,James Bond,2015.0,"Action, Comedy",,5.4,
INFJ,Elektra King,James Bond,2015.0,"Action, Comedy",,5.4,
INFJ,Karl Stromberg,James Bond,2015.0,"Action, Comedy",,5.4,
INFJ,Octopussy,James Bond,2015.0,"Action, Comedy",,5.4,
INTP,Q / Major Boothroyd (Desmond Llewelyn),James Bond,2015.0,"Action, Comedy",,5.4,
INTP,Q (Ben Whishaw),James Bond,2015.0,"Action, Comedy",,5.4,
INTP,Boris Grishenko,James Bond,2015.0,"Action, Comedy",,5.4,
INTP,Nick Nack,James Bond,2015.0,"Action, Comedy",,5.4,
INTP,Mr. Kidd,James Bond,2015.0,"Action, Comedy",,5.4,
INTP,Holly Goodhead,James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Le Chiffre,James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Ernst Stavro Blofeld / Franz Oberhauser,James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Ernst Stavro Blofeld (Donald Pleasence),James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Dr. Julius No,James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Mr. White,James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Ernst Stavro Blofeld (Telly Savalas),James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Hugo Drax,James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,M (Bernard Lee),James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Ernst Stavro Blofeld (Anthony Dawson),James Bond,2015.0,"Action, Comedy",,5.4,
INTJ,Kronsteen,James Bond,2015.0,"Action, Comedy",,5.4,
ESFP,Cadet/Off. Zed Mcglunk,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESFP,Sgt. Nick Lassard,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESFJ,Cmndt. Eric Lassard,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESTP,Cadet Karen Thompson,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESTP,Cadet/Sgt. Chad Copeland,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESTJ,Sgt./Lt./Capt./D.A. Debbie Callahan,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESTJ,Lt./Capt./Cmndt. Thaddeus Harris,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESTJ,Lt./Capt./Cmndt./Sheriff Ernie Mauser,Police Academy,1997.0,"Comedy, Crime",,5.0,
ENFP,Cadet/Off./Sgt. Carey Mahoney,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISFJ,Cadet/Off./Sgt. Laverne Hooks,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISFJ,Cadet Leslie Barbara,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTP,Cadet/Off./Sgt./Capt. Eugene Tackleberry,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTP,Cadet/Off./Sgt. Larvell Jones,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTP,Off./Sgt./Lt./Capt. Kathleen Kirkland-Tackleberry,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTJ,Cadet/Off./Sgt./Lt./Capt. Moses Hightower,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTJ,Sgt./Lt./Capt./Acting Capt. Carl Proctor,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTJ,Cadet Kyle Connors,Police Academy,1997.0,"Comedy, Crime",,5.0,
ISTJ,Police Chief/Comm./Cmndt. Henry J. Hurst,Police Academy,1997.0,"Comedy, Crime",,5.0,
INTP,Cadet/Off./Sgt. Douglas Fackler,Police Academy,1997.0,"Comedy, Crime",,5.0,
ESFP,Shorty Meeks,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ESFP,Father Mcfeely,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ESFJ,Hanson,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ESTP,Brenda Meeks,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ENFP,Ray,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ENFP,Buddy,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ENFJ,Miss Mann,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ENTP,The Killer (Ghostface),Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ENTJ,Gail Hailstorm,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ENTJ,Buffy Gilmore,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ISFP,Bobby,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ISTP,Theo,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
INFP,Cindy Campbell,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
INFJ,Dayron Sweeney,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
INTP,Dwight,Scary Movie,1991.0,"Comedy, Horror, Thriller",,4.8,
ESFP,Rayla,Barbie Mariposa,2008.0,"Animation, Family, Fantasy",,6.0,
ESTP,Rayna,Barbie Mariposa,2008.0,"Animation, Family, Fantasy",,6.0,
ENFP,Prince Carlos,Barbie Mariposa,2008.0,"Animation, Family, Fantasy",,6.0,
ISFJ,Elina,Barbie Mariposa,2008.0,"Animation, Family, Fantasy",,6.0,
INFP,Mariposa,Barbie Mariposa,2008.0,"Animation, Family, Fantasy",,6.0,
ESFP,Argyle,Die Hard,1997.0,"Animation, Short",,6.7,
ESFJ,Sergeant Al Powell,Die Hard,1997.0,"Animation, Short",,6.7,
ESTP,Harry Ellis,Die Hard,1997.0,"Animation, Short",,6.7,
ESTP,Major Grant,Die Hard,1997.0,"Animation, Short",,6.7,
ESTP,John 'Jack' Mcclane Jr.,Die Hard,1997.0,"Animation, Short",,6.7,
ESTJ,Holly Gennaro Mcclane,Die Hard,1997.0,"Animation, Short",,6.7,
ESTJ,Joseph Yoshinobu Takagi,Die Hard,1997.0,"Animation, Short",,6.7,
ESTJ,Richard Thornburg,Die Hard,1997.0,"Animation, Short",,6.7,
ENTP,Simon Gruber,Die Hard,1997.0,"Animation, Short",,6.7,
ENTJ,General Ramon Esperanza,Die Hard,1997.0,"Animation, Short",,6.7,
ISFP,Zeus Carter,Die Hard,1997.0,"Animation, Short",,6.7,
ISFP,Lucy Mcclane,Die Hard,1997.0,"Animation, Short",,6.7,
ISFJ,Leslie Barnes,Die Hard,1997.0,"Animation, Short",,6.7,
ISTP,Detective Lt John Mcclane,Die Hard,1997.0,"Animation, Short",,6.7,
ISTP,Karl Vreski,Die Hard,1997.0,"Animation, Short",,6.7,
ISTP,Katya,Die Hard,1997.0,"Animation, Short",,6.7,
ISTP,Mai Linh,Die Hard,1997.0,"Animation, Short",,6.7,
ISTJ,Colonel William Stuart,Die Hard,1997.0,"Animation, Short",,6.7,
ISTJ,Inspector Walter Cobb,Die Hard,1997.0,"Animation, Short",,6.7,
INTP,Matt Farrell,Die Hard,1997.0,"Animation, Short",,6.7,
INTP,Freddy Kaludis / Warlock,Die Hard,1997.0,"Animation, Short",,6.7,
INTJ,Hans Gruber,Die Hard,1997.0,"Animation, Short",,6.7,
